"STATISTIC Label","Month","Direction","Type of Passenger Movement","UNIT","VALUE"
"Passenger Movement","1962M01","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","3628"
"Passenger Movement","1962M01","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","969"
"Passenger Movement","1962M01","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2659"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","17724"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","17594"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","130"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","10897"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","36097"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from All Airports","Number","19845"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","17180"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","955"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","1710"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","996"
"Passenger Movement","1962M02","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","714"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Sea to All Countries","Number","19188"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Sea to Great Britain","Number","19007"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","181"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement Cross-Border Rail","Number","10732"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement Cross-Border Bus","Number","36308"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from All Airports","Number","20434"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","17273"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from Cork Airport","Number","1085"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","2076"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","626"
"Passenger Movement","1962M02","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1450"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","23995"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","23885"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","110"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","12276"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","38935"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from All Airports","Number","24180"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","19961"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","1368"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","2851"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1840"
"Passenger Movement","1962M03","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1011"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Sea to All Countries","Number","24785"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Sea to Great Britain","Number","24675"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","110"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement Cross-Border Rail","Number","12649"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement Cross-Border Bus","Number","38936"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from All Airports","Number","24483"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","20071"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from Cork Airport","Number","1167"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","3245"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","776"
"Passenger Movement","1962M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2469"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","41228"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","40446"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","782"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","15293"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","42414"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from All Airports","Number","35868"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","30596"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","2170"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","3102"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1936"
"Passenger Movement","1962M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1166"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Sea to All Countries","Number","36023"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Sea to Great Britain","Number","35633"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","390"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement Cross-Border Rail","Number","15388"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement Cross-Border Bus","Number","42505"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from All Airports","Number","32816"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","27638"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from Cork Airport","Number","1979"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","3199"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","944"
"Passenger Movement","1962M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","2255"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","37160"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","35519"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1641"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","18150"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","43875"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from All Airports","Number","39524"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","31372"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","2381"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","5771"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4458"
"Passenger Movement","1962M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1313"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Sea to All Countries","Number","38203"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Sea to Great Britain","Number","37039"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1164"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement Cross-Border Rail","Number","18272"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement Cross-Border Bus","Number","44183"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from All Airports","Number","38968"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","32217"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from Cork Airport","Number","2410"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","4341"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","1163"
"Passenger Movement","1962M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","3178"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","83247"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","80661"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2586"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","26850"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","48429"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from All Airports","Number","65620"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","50559"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","3662"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","11399"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","9405"
"Passenger Movement","1962M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","1994"
"Passenger Movement","1962M06","Departing Eire","Passenger Movement by Sea to All Countries","Number","76891"
"Passenger Movement","1962M06","Departing Eire","Passenger Movement by Sea to Great Britain","Number","75862"
"Passenger Movement","1962M06","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1029"
