"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2009Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","Southern and Eastern","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2009Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Border, Midland and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Southern and Eastern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","State","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Border, Midland and Western","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Southern and Eastern","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","State","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Border, Midland and Western","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Southern and Eastern","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","State","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Border, Midland and Western","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Southern and Eastern","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","State","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Border, Midland and Western","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Southern and Eastern","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","State","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Border, Midland and Western","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Southern and Eastern","Nights per Trip","10.4"
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","State","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Border, Midland and Western","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Southern and Eastern","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Southern and Eastern","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","State","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Border, Midland and Western","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Southern and Eastern","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Border, Midland and Western","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","State","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Border, Midland and Western","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Southern and Eastern","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","State","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Border, Midland and Western","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Southern and Eastern","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","State","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Border, Midland and Western","Nights per Trip","9.8"
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Southern and Eastern","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","State","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Border, Midland and Western","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Southern and Eastern","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","State","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Border, Midland and Western","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Southern and Eastern","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Border, Midland and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Southern and Eastern","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","State","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Border, Midland and Western","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Southern and Eastern","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","State","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Southern and Eastern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","State","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Border, Midland and Western","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Southern and Eastern","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","State","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Border, Midland and Western","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Southern and Eastern","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","State","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Border, Midland and Western","Nights per Trip","9.8"
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Southern and Eastern","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Border, Midland and Western","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","State","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Border, Midland and Western","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Southern and Eastern","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Border, Midland and Western","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Southern and Eastern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","State","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Border, Midland and Western","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Southern and Eastern","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Border, Midland and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","State","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Border, Midland and Western","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Southern and Eastern","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","State","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Border, Midland and Western","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Border","Nights per Trip",""
